Code;Waarde;Omschrijving;Inwinningscriteria;DatumVanaf;DatumTot
1;in sluis ;Gelegen in het deel tussen de sluisdeuren van een schutsluis/scheepvaartsluis (de schutkolk/sluiskolk).;;01-09-2014;
2;op brug;Gelegen op een kunstwerk waarmee water over een weg of een ander water wordt gevoerd, zodanig geconstrueerd dat het dak van de onderdoorgang tevens de bodem van het bovengelegen water vormt (aquaduct).;;01-09-2014;
3;in duiker;Gelegen in een niet afsluitbare koker die dient voor de instandhouding van de verbinding tussen wederzijds gelegen wateren of voor de afwatering van aangrenzende landerijen, niet zijnde een grondduiker.;;01-09-2014;
4;in afsluitbare duiker;Gelegen in een afsluitbare koker die dient voor de instandhouding van de verbinding tussen wederzijds gelegen wateren of voor de afwatering van aangrenzende landerijen, niet zijnde een grondduiker.;;01-09-2014;
5;in grondduiker;Gelegen in een onder een ander water doorlopende koker, die dient voor de instandhouding van de verbinding tussen wederzijds gelegen wateren of voor de afwatering van aangrenzende landerijen.;;01-09-2014;
6;in afsluitbare grondduiker;Gelegen in een onder een ander water doorlopende afsluitbare koker, die dient voor de instandhouding van de verbinding tussen wederzijds gelegen wateren of voor de afwatering van aangrenzende landerijen;;01-09-2014;
7;overkluisd;Water overbouwd door gebouwen.;;01-09-2014;
