"Code","Waarde","Omschrijving","Inwinningscriteria","DatumVanaf","DatumTot"
"1","normaalspoor","Spoor met een normale breedte, namelijk 1,435 meter.","","01-09-2014",""
"2","smalspoor","Spoorbaandeel met een geringere breedte dan normaalspoor.","","01-09-2014",""
